Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar
24/1/24 0:12,Machine_9,72.42,0.94,6.16
24/1/24 0:12,Machine_10,77.69,2.12,5.1
24/1/24 0:13,Machine_1,60.53,1.53,6.02
24/1/24 0:13,Machine_2,60.68,1.91,6.35
24/1/24 0:13,Machine_3,63.16,1.15,5.37
24/1/24 0:13,Machine_4,79.08,1.93,4.45
24/1/24 0:13,Machine_5,63.12,1.12,4.38
24/1/24 0:13,Machine_6,62.59,1.8,3.62
24/1/24 0:13,Machine_7,73.01,1.31,4.64
24/1/24 0:13,Machine_8,67.89,1.02,3.42
24/1/24 0:13,Machine_9,62.35,2.12,3.46
24/1/24 0:13,Machine_10,62.61,1.25,5.48
24/1/24 0:14,Machine_1,73.16,1.83,5.08
24/1/24 0:14,Machine_2,75.02,2.25,6.71
24/1/24 0:14,Machine_3,73.14,2.15,4.9
24/1/24 0:14,Machine_4,74.23,2.17,3.35
24/1/24 0:14,Machine_5,67.12,1.27,7.24
24/1/24 0:14,Machine_6,74.66,1.21,6.88
24/1/24 0:14,Machine_7,74.66,0.93,5.37
24/1/24 0:14,Machine_8,76.81,2.28,6.53
24/1/24 0:14,Machine_9,64.67,2.67,7.49
24/1/24 0:14,Machine_10,65.43,1.66,4.73
24/1/24 0:15,Machine_1,75.47,2.43,5.95
24/1/24 0:15,Machine_2,79.54,2.61,7.43
24/1/24 0:15,Machine_3,63.21,2.22,4.72
24/1/24 0:15,Machine_4,75.89,1.19,5.37
24/1/24 0:15,Machine_5,67.41,2.21,6.65
24/1/24 0:15,Machine_6,72.28,1.28,6.5
24/1/24 0:15,Machine_7,73.59,2.51,4.88
24/1/24 0:15,Machine_8,73.01,2.29,6.36
24/1/24 0:15,Machine_9,79.91,1.16,5.44
24/1/24 0:15,Machine_10,77.8,1.02,5.97
24/1/24 0:16,Machine_1,73.95,0.87,4.63
24/1/24 0:16,Machine_2,67.52,2.51,3.97
24/1/24 0:16,Machine_3,71.81,2.49,3.01
24/1/24 0:16,Machine_4,77.2,2.02,3.66
24/1/24 0:16,Machine_5,75.29,2.6,6.27
24/1/24 0:16,Machine_6,65.97,1.61,5.29
24/1/24 0:16,Machine_7,78.84,1.48,5.0
24/1/24 0:16,Machine_8,69.04,0.94,5.19
24/1/24 0:16,Machine_9,68.59,2.03,3.67
24/1/24 0:16,Machine_10,61.67,0.43,4.31
24/1/24 0:17,Machine_1,70.39,1.06,4.58
24/1/24 0:17,Machine_2,73.02,1.44,7.0
24/1/24 0:17,Machine_3,64.65,0.85,4.72
24/1/24 0:17,Machine_4,73.36,1.17,3.96
24/1/24 0:17,Machine_5,65.51,0.59,4.38
24/1/24 0:17,Machine_6,75.47,0.96,6.0
24/1/24 0:17,Machine_7,79.06,1.38,6.74
24/1/24 0:17,Machine_8,65.59,0.64,4.41
24/1/24 0:17,Machine_9,62.38,2.62,4.61
24/1/24 0:17,Machine_10,75.0,2.07,5.85
24/1/24 0:18,Machine_1,70.79,2.3,6.17
24/1/24 0:18,Machine_2,79.21,2.26,3.98
24/1/24 0:18,Machine_3,70.89,0.89,6.46
24/1/24 0:18,Machine_4,66.63,2.5,7.06
24/1/24 0:18,Machine_5,75.93,0.69,6.45
24/1/24 0:18,Machine_6,79.17,1.31,6.39
24/1/24 0:18,Machine_7,79.25,2.26,3.23
24/1/24 0:18,Machine_8,74.26,0.86,7.39
24/1/24 0:18,Machine_9,69.04,2.25,5.34
24/1/24 0:18,Machine_10,75.16,1.33,7.09
24/1/24 0:19,Machine_1,63.44,0.67,5.51
24/1/24 0:19,Machine_2,71.77,2.69,5.32
24/1/24 0:19,Machine_3,68.59,0.73,5.18
24/1/24 0:19,Machine_4,67.33,1.59,4.85
24/1/24 0:19,Machine_5,62.63,2.58,3.46
24/1/24 0:19,Machine_6,78.33,2.37,5.46
24/1/24 0:19,Machine_7,67.71,1.7,5.89
24/1/24 0:19,Machine_8,67.85,1.73,5.17
24/1/24 0:19,Machine_9,66.25,2.28,7.01
24/1/24 0:19,Machine_10,79.88,1.4,5.14
24/1/24 0:20,Machine_1,73.34,0.71,4.1
24/1/24 0:20,Machine_2,72.9,0.59,3.32
24/1/24 0:20,Machine_3,68.27,2.35,3.35
24/1/24 0:20,Machine_4,73.47,2.21,7.15
24/1/24 0:20,Machine_5,64.0,1.53,4.81
24/1/24 0:20,Machine_6,69.99,1.81,4.32
24/1/24 0:20,Machine_7,78.95,2.68,3.14
24/1/24 0:20,Machine_8,67.53,0.68,6.4
24/1/24 0:20,Machine_9,65.96,2.06,6.16
24/1/24 0:20,Machine_10,68.52,1.49,5.02
24/1/24 0:21,Machine_1,77.28,1.42,6.94
24/1/24 0:21,Machine_2,66.37,1.55,5.02
24/1/24 0:21,Machine_3,66.1,1.68,4.06
24/1/24 0:21,Machine_4,65.07,2.12,3.39
24/1/24 0:21,Machine_5,72.04,1.36,7.07
24/1/24 0:21,Machine_6,61.99,2.57,3.91
24/1/24 0:21,Machine_7,69.09,1.89,3.53
24/1/24 0:21,Machine_8,76.7,2.4,5.01
24/1/24 0:21,Machine_9,62.7,0.54,6.91
24/1/24 0:21,Machine_10,72.57,2.61,5.41
24/1/24 0:22,Machine_1,73.82,1.66,3.87
24/1/24 0:22,Machine_2,64.63,2.24,3.5
24/1/24 0:22,Machine_3,66.68,1.5,7.13
24/1/24 0:22,Machine_4,65.69,2.34,6.1
24/1/24 0:22,Machine_5,62.64,1.76,7.21
24/1/24 0:22,Machine_6,69.01,1.01,6.66
24/1/24 0:22,Machine_7,73.54,1.59,3.22
24/1/24 0:22,Machine_8,73.67,1.03,5.88
24/1/24 0:22,Machine_9,77.1,2.64,5.93
24/1/24 0:22,Machine_10,65.74,0.42,5.98
24/1/24 0:23,Machine_1,62.61,1.56,7.12
24/1/24 0:23,Machine_2,67.23,0.68,3.44
24/1/24 0:23,Machine_3,77.59,2.59,6.51
24/1/24 0:23,Machine_4,77.06,0.88,6.53
24/1/24 0:23,Machine_5,73.92,1.97,5.47
24/1/24 0:23,Machine_6,60.1,0.75,4.07
24/1/24 0:23,Machine_7,78.56,1.1,3.96
24/1/24 0:23,Machine_8,70.16,1.57,5.95
24/1/24 0:23,Machine_9,72.74,2.52,7.24
24/1/24 0:23,Machine_10,72.1,2.65,4.8
24/1/24 0:24,Machine_1,61.63,2.54,5.34
24/1/24 0:24,Machine_2,66.27,1.44,5.04
24/1/24 0:24,Machine_3,77.81,1.39,4.39
24/1/24 0:24,Machine_4,76.24,1.21,6.02
24/1/24 0:24,Machine_5,77.01,1.44,7.27
24/1/24 0:24,Machine_6,71.7,0.91,4.26
24/1/24 0:24,Machine_7,62.22,1.0,5.92
24/1/24 0:24,Machine_8,67.78,0.46,6.56
24/1/24 0:24,Machine_9,65.19,2.31,7.42
24/1/24 0:24,Machine_10,70.19,1.88,4.9
24/1/24 0:25,Machine_1,77.23,0.56,3.12
24/1/24 0:25,Machine_2,73.07,1.13,3.8
24/1/24 0:25,Machine_3,73.02,1.24,4.5
24/1/24 0:25,Machine_4,70.27,1.46,4.2
24/1/24 0:25,Machine_5,65.24,2.1,3.69
24/1/24 0:25,Machine_6,69.79,2.26,3.45
24/1/24 0:25,Machine_7,72.19,1.9,3.31
24/1/24 0:25,Machine_8,64.07,2.66,4.57
24/1/24 0:25,Machine_9,66.96,0.57,3.51
24/1/24 0:25,Machine_10,73.94,1.51,6.49
24/1/24 0:26,Machine_1,71.94,2.07,5.3
24/1/24 0:26,Machine_2,74.99,2.56,7.15
24/1/24 0:26,Machine_3,61.8,1.69,6.25
24/1/24 0:26,Machine_4,61.64,1.63,5.67
24/1/24 0:26,Machine_5,66.5,1.74,4.31
24/1/24 0:26,Machine_6,72.48,2.63,4.8
24/1/24 0:26,Machine_7,69.02,1.75,4.28
24/1/24 0:26,Machine_8,77.09,2.32,6.59
24/1/24 0:26,Machine_9,63.89,1.21,4.73
24/1/24 0:26,Machine_10,70.71,0.58,3.77
24/1/24 0:27,Machine_1,77.93,2.04,4.81
24/1/24 0:27,Machine_2,75.03,0.92,5.58
24/1/24 0:27,Machine_3,65.59,1.61,6.28
24/1/24 0:27,Machine_4,63.48,1.41,6.68
24/1/24 0:27,Machine_5,77.67,1.7,6.79
24/1/24 0:27,Machine_6,74.23,2.15,5.5
24/1/24 0:27,Machine_7,72.26,2.48,7.14
24/1/24 0:27,Machine_8,64.46,1.96,3.55
24/1/24 0:27,Machine_9,66.82,0.91,6.37
24/1/24 0:27,Machine_10,75.28,2.0,4.06
24/1/24 0:28,Machine_1,61.63,1.71,4.6
24/1/24 0:28,Machine_2,68.96,1.92,6.57
24/1/24 0:28,Machine_3,79.25,2.31,3.17
24/1/24 0:28,Machine_4,70.42,0.86,3.56
24/1/24 0:28,Machine_5,64.72,2.63,3.82
24/1/24 0:28,Machine_6,61.68,1.5,3.78
24/1/24 0:28,Machine_7,75.39,2.46,4.91
24/1/24 0:28,Machine_8,61.25,1.11,4.96
24/1/24 0:28,Machine_9,63.58,1.84,7.08
24/1/24 0:28,Machine_10,69.1,0.51,6.95
24/1/24 0:29,Machine_1,77.57,0.47,3.42
24/1/24 0:29,Machine_2,72.66,2.36,7.39
24/1/24 0:29,Machine_3,78.82,2.0,6.75
24/1/24 0:29,Machine_4,60.45,1.07,3.43
24/1/24 0:29,Machine_5,65.06,0.42,6.1
24/1/24 0:29,Machine_6,76.21,0.8,7.3
24/1/24 0:29,Machine_7,62.94,1.94,4.07
24/1/24 0:29,Machine_8,70.86,2.65,7.33
24/1/24 0:29,Machine_9,76.42,2.66,5.86
24/1/24 0:29,Machine_10,76.49,0.66,4.94
24/1/24 0:30,Machine_1,69.72,1.95,5.93
24/1/24 0:30,Machine_2,79.19,2.54,4.38
24/1/24 0:30,Machine_3,67.86,1.72,7.09
24/1/24 0:30,Machine_4,62.44,1.9,4.11
24/1/24 0:30,Machine_5,64.73,2.33,3.18
24/1/24 0:30,Machine_6,72.85,2.05,4.39
24/1/24 0:30,Machine_7,73.82,1.42,7.0
24/1/24 0:30,Machine_8,75.61,1.34,6.42
24/1/24 0:30,Machine_9,60.38,0.81,3.82
24/1/24 0:30,Machine_10,64.63,0.91,5.02
24/1/24 0:31,Machine_1,60.26,2.21,6.81
24/1/24 0:31,Machine_2,62.45,1.19,6.87
24/1/24 0:31,Machine_3,65.4,2.17,6.42
24/1/24 0:31,Machine_4,71.11,2.13,3.34
24/1/24 0:31,Machine_5,63.2,0.4,3.93
24/1/24 0:31,Machine_6,74.77,1.34,5.58
24/1/24 0:31,Machine_7,79.34,1.48,6.47
24/1/24 0:31,Machine_8,61.4,2.19,5.04
24/1/24 0:31,Machine_9,61.62,1.43,6.64
24/1/24 0:31,Machine_10,70.07,0.92,4.87
24/1/24 0:32,Machine_1,66.41,2.57,7.32
24/1/24 0:32,Machine_2,63.86,1.46,3.14
24/1/24 0:32,Machine_3,66.64,2.33,4.44
24/1/24 0:32,Machine_4,69.73,2.19,6.44
24/1/24 0:32,Machine_5,64.31,1.29,7.44
24/1/24 0:32,Machine_6,75.0,0.65,3.31
24/1/24 0:32,Machine_7,71.79,2.27,3.27
24/1/24 0:32,Machine_8,69.58,0.91,6.1
24/1/24 0:32,Machine_9,72.33,1.29,3.02
24/1/24 0:32,Machine_10,62.21,1.72,4.59
24/1/24 0:33,Machine_1,66.97,2.5,3.6
24/1/24 0:33,Machine_2,72.96,2.05,4.36
24/1/24 0:33,Machine_3,74.53,0.7,4.14
24/1/24 0:33,Machine_4,74.56,0.99,7.35
24/1/24 0:33,Machine_5,79.12,1.71,3.74
24/1/24 0:33,Machine_6,77.27,2.12,5.47
24/1/24 0:33,Machine_7,67.14,1.38,4.17
24/1/24 0:33,Machine_8,67.59,2.13,7.0
24/1/24 0:33,Machine_9,62.48,2.33,4.65
24/1/24 0:33,Machine_10,62.13,0.97,4.49
24/1/24 0:34,Machine_1,62.77,2.36,4.79
24/1/24 0:34,Machine_2,68.27,1.42,6.54
24/1/24 0:34,Machine_3,66.59,2.4,4.41
24/1/24 0:34,Machine_4,80.0,2.25,3.26
24/1/24 0:34,Machine_5,63.22,0.54,5.11
24/1/24 0:34,Machine_6,62.71,1.7,5.3
24/1/24 0:34,Machine_7,75.4,1.62,7.2
24/1/24 0:34,Machine_8,69.08,2.2,3.07
24/1/24 0:34,Machine_9,64.23,1.29,7.27
24/1/24 0:34,Machine_10,72.39,1.19,3.72
24/1/24 0:35,Machine_1,74.03,0.83,6.7
24/1/24 0:35,Machine_2,77.04,1.12,5.51
24/1/24 0:35,Machine_3,71.45,2.55,4.22
24/1/24 0:35,Machine_4,60.63,1.4,6.24
24/1/24 0:35,Machine_5,61.63,0.95,3.63
24/1/24 0:35,Machine_6,79.44,0.55,3.02
24/1/24 0:35,Machine_7,72.06,2.17,6.2
24/1/24 0:35,Machine_8,75.64,0.74,5.57
24/1/24 0:35,Machine_9,69.4,0.71,3.15
24/1/24 0:35,Machine_10,63.31,2.23,4.03
24/1/24 0:36,Machine_1,78.64,0.71,3.53
24/1/24 0:36,Machine_2,74.16,1.0,4.61
24/1/24 0:36,Machine_3,64.53,0.92,6.31
24/1/24 0:36,Machine_4,75.28,2.25,4.82
24/1/24 0:36,Machine_5,67.14,1.26,4.73
24/1/24 0:36,Machine_6,68.21,2.0,4.4
24/1/24 0:36,Machine_7,73.09,2.69,3.31
24/1/24 0:36,Machine_8,60.64,2.03,6.77
24/1/24 0:36,Machine_9,63.55,1.84,5.15
24/1/24 0:36,Machine_10,73.33,1.2,3.7
24/1/24 0:37,Machine_1,78.14,0.95,5.77
24/1/24 0:37,Machine_2,65.9,0.41,7.24
24/1/24 0:37,Machine_3,68.05,2.44,6.44
24/1/24 0:37,Machine_4,74.62,1.65,5.05
24/1/24 0:37,Machine_5,76.65,1.47,5.67
24/1/24 0:37,Machine_6,60.22,1.08,6.55
24/1/24 0:37,Machine_7,76.78,1.52,5.23
24/1/24 0:37,Machine_8,77.1,1.91,3.3
24/1/24 0:37,Machine_9,75.54,1.3,7.31
24/1/24 0:37,Machine_10,71.52,1.94,3.19
24/1/24 0:38,Machine_1,75.46,0.43,5.4
24/1/24 0:38,Machine_2,72.88,1.6,4.67
24/1/24 0:38,Machine_3,63.97,1.56,6.0
24/1/24 0:38,Machine_4,69.73,1.91,5.87
24/1/24 0:38,Machine_5,70.06,2.34,5.53
24/1/24 0:38,Machine_6,78.58,0.98,3.33
24/1/24 0:38,Machine_7,78.38,1.85,3.88
24/1/24 0:38,Machine_8,61.26,2.51,5.68
24/1/24 0:38,Machine_9,63.4,2.57,7.48
24/1/24 0:38,Machine_10,70.15,1.14,5.05
24/1/24 0:39,Machine_1,77.99,2.66,6.48
24/1/24 0:39,Machine_2,71.78,0.89,4.71
24/1/24 0:39,Machine_3,79.59,0.64,3.01
24/1/24 0:39,Machine_4,67.42,1.56,4.81
24/1/24 0:39,Machine_5,79.62,1.17,5.43
24/1/24 0:39,Machine_6,75.36,2.58,3.37
24/1/24 0:39,Machine_7,78.48,1.24,6.48
24/1/24 0:39,Machine_8,69.61,2.41,6.61
24/1/24 0:39,Machine_9,65.71,0.49,5.99
24/1/24 0:39,Machine_10,72.41,0.49,6.09
24/1/24 0:40,Machine_1,70.81,0.7,6.47
24/1/24 0:40,Machine_2,78.78,1.07,6.52
24/1/24 0:40,Machine_3,66.08,2.2,4.11
24/1/24 0:40,Machine_4,60.35,2.45,7.08
24/1/24 0:40,Machine_5,76.93,1.31,5.47
24/1/24 0:40,Machine_6,69.74,1.7,5.67
24/1/24 0:40,Machine_7,69.79,1.12,6.93
24/1/24 0:40,Machine_8,76.96,1.4,3.99
24/1/24 0:40,Machine_9,70.84,2.57,6.25
24/1/24 0:40,Machine_10,71.88,1.24,3.92
24/1/24 0:41,Machine_1,70.84,2.2,4.4
24/1/24 0:41,Machine_2,61.92,0.62,4.79
24/1/24 0:41,Machine_3,61.57,2.36,4.35
24/1/24 0:41,Machine_4,79.06,2.23,7.33
24/1/24 0:41,Machine_5,74.65,2.11,3.12
24/1/24 0:41,Machine_6,71.8,1.12,5.48
24/1/24 0:41,Machine_7,79.09,2.01,5.33
24/1/24 0:41,Machine_8,78.14,1.11,3.35
24/1/24 0:41,Machine_9,65.95,1.78,4.01
24/1/24 0:41,Machine_10,67.97,2.49,6.08
24/1/24 0:42,Machine_1,78.7,1.94,5.6
24/1/24 0:42,Machine_2,68.69,1.99,5.39
24/1/24 0:42,Machine_3,63.27,0.52,4.89
24/1/24 0:42,Machine_4,72.75,0.67,7.27
24/1/24 0:42,Machine_5,66.61,0.47,4.56
24/1/24 0:42,Machine_6,61.92,1.65,4.64
24/1/24 0:42,Machine_7,70.7,0.54,5.53
24/1/24 0:42,Machine_8,74.45,2.03,7.42
24/1/24 0:42,Machine_9,65.27,0.4,5.6
24/1/24 0:42,Machine_10,77.54,1.38,4.35
24/1/24 0:43,Machine_1,63.93,2.46,7.12
24/1/24 0:43,Machine_2,63.87,1.81,3.62
24/1/24 0:43,Machine_3,67.13,2.55,3.63
24/1/24 0:43,Machine_4,76.46,0.62,6.79
24/1/24 0:43,Machine_5,73.55,2.68,4.78
24/1/24 0:43,Machine_6,73.43,2.39,4.39
24/1/24 0:43,Machine_7,72.42,1.95,3.45
24/1/24 0:43,Machine_8,70.68,0.82,4.25
24/1/24 0:43,Machine_9,71.65,1.79,3.48
24/1/24 0:43,Machine_10,62.46,1.48,6.37
24/1/24 0:44,Machine_1,67.65,0.77,6.03
24/1/24 0:44,Machine_2,74.97,1.32,3.58
24/1/24 0:44,Machine_3,66.46,1.82,7.12
24/1/24 0:44,Machine_4,71.97,1.42,6.88
24/1/24 0:44,Machine_5,79.3,1.92,6.81
24/1/24 0:44,Machine_6,64.71,1.59,4.27
24/1/24 0:44,Machine_7,67.78,1.91,6.8
24/1/24 0:44,Machine_8,61.6,0.61,5.32
24/1/24 0:44,Machine_9,64.18,0.99,3.04
24/1/24 0:44,Machine_10,74.16,1.29,6.05
24/1/24 0:45,Machine_1,64.52,2.23,3.73
24/1/24 0:45,Machine_2,71.46,1.07,4.57
24/1/24 0:45,Machine_3,77.03,2.26,6.1
24/1/24 0:45,Machine_4,72.52,0.47,6.81
24/1/24 0:45,Machine_5,62.03,1.19,3.69
24/1/24 0:45,Machine_6,79.33,0.41,4.06
24/1/24 0:45,Machine_7,78.27,0.98,3.24
24/1/24 0:45,Machine_8,66.65,0.92,7.2
24/1/24 0:45,Machine_9,68.51,1.58,6.0
24/1/24 0:45,Machine_10,61.32,2.66,5.03
24/1/24 0:46,Machine_1,75.72,2.09,6.26
24/1/24 0:46,Machine_2,61.82,1.18,4.36
24/1/24 0:46,Machine_3,64.16,1.86,3.65
24/1/24 0:46,Machine_4,62.47,1.88,6.84
24/1/24 0:46,Machine_5,60.56,2.09,6.06
24/1/24 0:46,Machine_6,63.83,1.8,5.85
24/1/24 0:46,Machine_7,76.4,0.96,6.02
24/1/24 0:46,Machine_8,63.56,1.84,7.29
24/1/24 0:46,Machine_9,68.77,2.18,6.26
24/1/24 0:46,Machine_10,67.96,2.45,5.18
24/1/24 0:47,Machine_1,78.95,1.4,4.26
24/1/24 0:47,Machine_2,79.03,2.34,5.33
24/1/24 0:47,Machine_3,68.82,1.96,7.46
24/1/24 0:47,Machine_4,76.8,0.68,4.69
24/1/24 0:47,Machine_5,76.13,2.52,5.44
24/1/24 0:47,Machine_6,78.0,1.06,7.34
24/1/24 0:47,Machine_7,78.27,2.29,6.84
24/1/24 0:47,Machine_8,73.26,1.6,3.96
24/1/24 0:47,Machine_9,79.32,1.5,3.98
24/1/24 0:47,Machine_10,62.82,2.22,3.67
24/1/24 0:48,Machine_1,62.84,2.0,7.17
24/1/24 0:48,Machine_2,63.91,1.36,6.44
24/1/24 0:48,Machine_3,62.03,1.44,4.36
24/1/24 0:48,Machine_4,64.48,1.31,5.83
24/1/24 0:48,Machine_5,70.19,1.84,6.46
24/1/24 0:48,Machine_6,76.49,0.44,6.54
24/1/24 0:48,Machine_7,76.74,0.64,5.82
24/1/24 0:48,Machine_8,73.81,1.32,4.82
24/1/24 0:48,Machine_9,63.64,2.26,5.53
24/1/24 0:48,Machine_10,70.99,1.83,3.26
24/1/24 0:49,Machine_1,71.37,2.19,6.67
24/1/24 0:49,Machine_2,60.77,2.34,4.85
24/1/24 0:49,Machine_3,75.67,2.54,7.44
24/1/24 0:49,Machine_4,67.67,2.33,3.72
24/1/24 0:49,Machine_5,65.01,0.87,4.58
24/1/24 0:49,Machine_6,67.98,1.82,4.26
24/1/24 0:49,Machine_7,72.85,1.19,3.54
